event_id,event_title,venue_name,address,latitude,longitude,date,time,repeat_day,host_name,price,prizes,age_limit,teams_max,event_url,source_preview,source_page,notes,day
5518,SpeedQuizzing Event,Heroes,"Heroes, Mossley Road, Ashton-Under-Lyne, OL6 9DQ 8pm €¢ Tuesday 6 Jan 2026Prizes, £50 1st plc, £20 2nd plc, rollover 'demon question | £2 to play | Max 5 per team | Age 16+",53.515544,-2.0507556,,,,Chris Judge,£2 to play,Prizes,Age 16+,Max 5 per team,https://www.speedquizzing.com/events/5518/,yes,yes,,7
5612,SpeedQuizzing Event,The Wulstan,"The Wulstan, Dimsdale Parade East, Newcastle-under-Lyme, ST5 8BU 8:00pm €¢ Sunday 11 Jan 2026Prizes, Drinks and meals vouchers and 'Play Your Cards Rig | £2 to play",53.031387642668804,-2.223165035,,,,Stuart Provan,£2 to play,Prizes,,,https://www.speedquizzing.com/events/5612/,yes,yes,,7
5685,SpeedQuizzing Event,The Upper George,"The Upper George, 16/18 Upper George Street, Wibsey, Bradford, BD6 1RB 8.00 €¢ Monday 5 Jan 2026Prizes, £20 bar tab for winners | Free to play",53.7670358,-1.7757989,05-Jan-26,8,Monday,Game Of Phones,,Prizes,,,https://www.speedquizzing.com/events/5685/,yes,yes,,2
5744,SpeedQuizzing Event,Elephant Pub and Bakehouse,"Elephant Pub and Bakehouse, 1 Woolton Street, Woolton, Liverpool, L25 5NH 9pm €¢ Tuesday 6 Jan 2026Prizes, 50 in vouchers | Age 18+",53.3750837,-2.8663928,,,,Doug Spence,,Prizes,Age 18+,,https://www.speedquizzing.com/events/5744/,yes,yes,,7
5805,SpeedQuizzing Event,The Micker Brook,"The Micker Brook, Councillor Lane, Cheadle Hulme, SK8 5NU 8.pm €¢ Thursday 8 Jan 2026Prizes, 1st - £20 voucher, 2nd £10 voucher, 3rd prize - my | £1 per person to play | Max no per team | Age 18 (+",53.3874514,-2.1859498,,,,Mike Prince,,Prizes,Age 18,,https://www.speedquizzing.com/events/5805/,yes,yes,,7
5808,SpeedQuizzing Event,The Four Horsemen,"The Four Horsemen, 77-79 Commercial Rd,, Bournemouth, BH2 5RT 20.00 €¢ Tuesday 6 Jan 2026Prizes, Cash  & Chocolate | £2.00 to play | Max 8 per team | Age 18+",50.720012,-1.8840839,06-Jan-26,20,Tuesday,Andy Bee,£2.00 to play,Prizes,Age 18+,Max 8 per team,https://www.speedquizzing.com/events/5808/,yes,yes,,3
5846,SpeedQuizzing Event,The Bull's Head,"The Bull's Head, 102 Church Street, The Bull's Head Inn, Glossop, SK13 7RN 8.30pm €¢ Tuesday 6 Jan 2026Prizes, £40 bar tab | £2 to play",53.4507434,-1.9389768,,,,Sam Cattermole,£2 to play,Prizes,,,https://www.speedquizzing.com/events/5846/,yes,yes,,7
5936,SpeedQuizzing Event,Anvil Arms,"Anvil Arms, 28 Church Street, Darton, Barnsley, S75 5HG 20:00 €¢ Tuesday 6 Jan 2026Prizes, £25 voucher | 0.00 to play",53.5854347,-1.5319423,06-Jan-26,20:00,Tuesday,Leah Lockwood,,Prizes,,,https://www.speedquizzing.com/events/5936/,yes,yes,,3
6026,SpeedQuizzing Event,Tom Foolery,"Tom Foolery, 179 High street, Boston Spa, Wetherby, LS23 6BD 20.00 €¢ Tuesday 6 Jan 2026Prizes, £100 bar tab | 0 to play | Max 5 per team | Age 18+",53.90473979999999,-1.3458853,06-Jan-26,20,Tuesday,Phil Cain,,Prizes,Age 18+,Max 5 per team,https://www.speedquizzing.com/events/6026/,yes,yes,,3
6220,SpeedQuizzing Event,The Prince of Wales,"The Prince of Wales, 2 Holmesdale Road, Reigate, RH2 0BQ 19:30 €¢ Thursday 15 Jan 2026Prizes, Cash Prizes | £2 to play | Max 6 per team",51.2419211,-0.2028254,15-Jan-26,19:30,Thursday,Rob Marsh,£2 to play,Prizes,,Max 6 per team,https://www.speedquizzing.com/events/6220/,yes,yes,,5
6230,SpeedQuizzing Event,Harvest Mouse,"Harvest Mouse, 164 Pensby Road, Heswall, Wirral, CH60 7RQ 7pm €¢ Sunday 4 Jan 2026Prizes, £20 Food & Drinks For - 1st. Bottle Of House Wine  | Free to play | Max 6 per team | Age 18+",53.334271,-3.0968816,,,,Gary Stephen Jones,,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6230/,yes,yes,,7
6238,SpeedQuizzing Event,Bridgewater,"Bridgewater, 23 Barton Road, Worsley, Manchester, M28 2PD 8pm €¢ Tuesday 6 Jan 2026Prizes, £20 bar tab for first place, 2nd place varies | Free to play | Max 8 per team | Age 18+",53.4986998,-2.3806584,,,,Sam Gandy,,Prizes,Age 18+,Max 8 per team,https://www.speedquizzing.com/events/6238/,yes,yes,,7
6298,SpeedQuizzing Event,Victoria Hotel,"Victoria Hotel, Maybank, Brampton Road, Newcastle-under-Lyme, Newcastle, ST5 0SJ 8:30 €¢ Wednesday 7 Jan 2026£1 to play",53.0229997,-2.217933,07-Jan-26,08:30,Wednesday,Stuart Provan,£1 to play,,,,https://www.speedquizzing.com/events/6298/,yes,yes,,4
6315,SpeedQuizzing Event,The Black Bull,"The Black Bull, Hull Road, York, YO10 3LF 20:30 €¢ Saturday 3 Jan 2026£1.50 to play",53.953667619257985,-1.043679714,03-Jan-26,20:30,Saturday,Steve Quizzing,£1.50 to play,,,,https://www.speedquizzing.com/events/6315/,yes,yes,,7
6329,SpeedQuizzing Event,John Brunt VC,"John Brunt VC, 24 Church Road, Paddock Wood, Tonbridge, TN12 6HB 7.30pm €¢ Tuesday 6 Jan 2026Prizes, Cash | £3 to play | Max 6 per team | Age 18+",51.1811111,0.3911111,,,,Steve Watson,£3 to play,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6329/,yes,yes,,7
6337,SpeedQuizzing Event,The Farmers Boy,"The Farmers Boy, 216 Common Road, Kensworth, Dunstable, LU6 2PJ 8pm €¢ Friday 2 Jan 2026Prizes, 1st - £25 voucher | £1 to play | Max 6 per team | Age 16+",51.85314355541819,-0.509169102,,,,David Wallis,£1 to play,Prizes,Age 16+,Max 6 per team,https://www.speedquizzing.com/events/6337/,yes,yes,,7
6347,SpeedQuizzing Event,Bears Paw,"Bears Paw, Frodsham, 127 Main Street, Frodsham, WA6 7AF 19:30 €¢ Tuesday 6 Jan 2026Prizes, £20 Food & Drinks - 1st, Bottle Of House Wine - 2n | FREE to play | Max 8 per team | Age 18+",53.2959555,-2.7263294,06-Jan-26,19:30,Tuesday,Gary Stephen Jones,,Prizes,Age 18+,Max 8 per team,https://www.speedquizzing.com/events/6347/,yes,yes,,3
6353,SpeedQuizzing Event,Church on the Hill,"Church on the Hill, 16 Algie Street, Shawlands, Glasgow, G41 3DJ 8pm €¢ Monday 5 Jan 2026Prizes, £50 vouchers for winner £30 vouchers for 2nd | FREE to play | Max 6 per team | Age 18+",55.82768429999999,-4.2716711,,,,Davey Davidson,,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6353/,yes,yes,,7
6379,SpeedQuizzing Event,Walkabout Plymouth,"Walkabout Plymouth, Union Street, Plymouth, PL1 2SU 7pm €¢ Sunday 4 Jan 2026Prizes, £10/£50 In Cash | £1 to play | Max 6 per team | Age 18+",50.36972569943036,-4.147210121,,,,CHRIS SNELL,£1 to play,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6379/,yes,yes,,7
6434,SpeedQuizzing Event,The Nickelodeon,"The Nickelodeon, Bentley Bridge Park, Wednesfield, Wolverhampton, WV11 1BP 8.30pm €¢ Thursday 8 Jan 2026Free to play",52.59697421707307,-2.091543674,,,,Justin Follos,,,,,https://www.speedquizzing.com/events/6434/,yes,yes,,7
6450,SpeedQuizzing Event,The Seahorse,"The Seahorse, King's Parade, Marine Point, Wallasey, CH45 2HZ 20.00 €¢ Tuesday 6 Jan 2026Prizes, Hungry Horse vouchers for food and drink | £2.00 to play | Max No per team | Age 18+",53.44067204569586,-3.04532088,06-Jan-26,20,Tuesday,Simon Davies,£2.00 to play,Prizes,Age 18+,,https://www.speedquizzing.com/events/6450/,yes,yes,,3
6463,SpeedQuizzing Event,The Seabridge,"The Seabridge, 174 Seabridge Lane, Newcastle-under-Lyme, Newcastle, ST5 3HA 9:00 €¢ Thursday 8 Jan 2026£1 to play",52.9904203,-2.2358372,08-Jan-26,09:00,Thursday,Stuart Provan,£1 to play,,,,https://www.speedquizzing.com/events/6463/,yes,yes,,5
6504,SpeedQuizzing Event,Keymaster (Hungry Horse),"Keymaster (Hungry Horse), Wolverhampton Road West, Willenhall, WV13 2RN 7.30pm €¢ Monday 5 Jan 2026Prizes, £25 BarTab | FREE to play | Max 6 per team",52.5870691,-2.0352275,,,,Dj Scott Merrett,,Prizes,,Max 6 per team,https://www.speedquizzing.com/events/6504/,yes,yes,,7
6508,SpeedQuizzing Event,Boxpark Wembley,"Boxpark Wembley, Olympic Way, Wembley Park, London, HA9 0JT 7pm €¢ Tuesday 6 Jan 2026Prizes, £50 & £25 Bar Tab / Streetfood / Novelties | £2 per person+booking fee to play | Max 6 per team | Age 18+",51.5624573,-0.2796537,,,,Reno,,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6508/,yes,yes,,7
6536,SpeedQuizzing Event,THE SCARLET TAP,"THE SCARLET TAP, 80-82 Palmerston Road, Southsea, Portsmouth, PO5 3PT 8:00PM €¢ Monday 5 Jan 2026Prizes, £50 BAR TAB PLUS BONUS PRIZES | £2 to play | Max 6 per team | Age 18+",50.7843963,-1.0891869,,,,QuizNightsWithMowgli,£2 to play,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6536/,yes,yes,,7
6541,SpeedQuizzing Event,The Two Watermills,"The Two Watermills, Newtown Road, Newbury, RG14 7HB 7.45pm €¢ Tuesday 6 Jan 2026Prizes, 1st - £30 bar voucher.  2nd - bottle of Prosecco | £2 to play",51.38403539982822,-1.322114468,,,,Julian Swift-Hook,£2 to play,Prizes,,,https://www.speedquizzing.com/events/6541/,yes,yes,,7
6563,SpeedQuizzing Event,Polhill Arms,"Polhill Arms, 25 Wilden Road, Renhold, Bedford, MK41 0JP 8PM €¢ Thursday 8 Jan 2026Prizes, Cash and many other prizes, plus the Safe Cracker  | £2 to play | Max 6 per team | Age 18+",52.16170504966028,-0.420033932,,,,Stephen Fuller,£2 to play,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6563/,yes,yes,,7
6592,SpeedQuizzing Event,Boxpark Croydon,"Boxpark Croydon, 99 George Street, Croydon, CR0 1LD 7pm €¢ Monday 5 Jan 2026Prizes, £50 & £25 Bar Tab /  Streetfood / Novelties | £2 + booking fee to play | Max 6 per team | Age 18+",51.37500199999999,-0.093645,,,,Reno,,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6592/,yes,yes,,7
6611,SpeedQuizzing Event,The Dairycoates Inn,"The Dairycoates Inn, 580 Hessle Road, Kingston upon Hull, Hull, HU3 5JA 20:00 €¢ Sunday 4 Jan 2026Prizes, Eight beer tokens | £1 to play | Max 6 per team | Age 18+",53.73373489999999,-0.3783717,04-Jan-26,20:00,Sunday,Greg Adams,£1 to play,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6611/,yes,yes,,1
6618,SpeedQuizzing Event,Adelphi,"Adelphi, 43 Fylde Road, Preston, PR1 7DP 20:30 €¢ Monday 5 Jan 2026",53.76279269113521,-2.706327438,05-Jan-26,20:30,Monday,Stephen Kershaw,,,,,https://www.speedquizzing.com/events/6618/,yes,yes,,2
6620,SpeedQuizzing Event,Shooters pool and sports bar,"Shooters pool and sports bar, 27 Portland Street, Kilmarnock, KA1 1JN 8p.m €¢ Friday 2 Jan 2026Prizes, Prizes for the top 3 teams | Free to play | Max 6 per team | Age 18+",55.6110479,-4.4964604,,,,Darren Stevens,,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6620/,yes,yes,,7
6647,SpeedQuizzing Event,Telegraph Inn,"Telegraph Inn, Telegraph Inn, 25-27 Mount Pleasant Road, Wallasey, CH45 5EN  9pm €¢ Tuesday 6 Jan 2026Prizes, Whatever€™s collected from players | £1 to play | Max 8 per team | Age 18+",53.43138889999999,-3.0444444,,,,Terry,£1 to play,Prizes,Age 18+,Max 8 per team,https://www.speedquizzing.com/events/6647/,yes,yes,,7
6670,SpeedQuizzing Event,The dick turpin,"The dick turpin, Gallowstree Lane, Newcastle-under-Lyme, Newcastle, ST5 2QS 8.30pm €¢ Thursday 8 Jan 2026£3 to play",53.0042194,-2.2495448,,,,Steve Green,£3 to play,,,,https://www.speedquizzing.com/events/6670/,yes,yes,,7
6693,SpeedQuizzing Event,THE SHAWSIDE SPORTS BAR,"THE SHAWSIDE SPORTS BAR, GRAINS RD, Shaw, Oldham, OL2 8JB 8.00pm €¢ Tuesday 6 Jan 2026Prizes, £20 voucher 2 x £10 voucher",53.5789134,-2.0846582,,,,Wayne Thompson,,Prizes,,,https://www.speedquizzing.com/events/6693/,yes,yes,,7
6702,SpeedQuizzing Event,The Dirty Duck (Warwick SU),"The Dirty Duck (Warwick SU), The Dirty Duck, Students Union South, Coventry, CV4 7AL 21:00 €¢ Thursday 15 Jan 2026Prizes, 1st £30 Vouchers, 2nd Alcohol, Chocolate, Cookies, | 3 (per team) to play | Age 18+",52.3789276,-1.5604471,15-Jan-26,21:00,Thursday,Sidney Pycroft,,Prizes,Age 18+,,https://www.speedquizzing.com/events/6702/,yes,yes,,5
6709,SpeedQuizzing Event,Hungry Fox,"Hungry Fox, Hempstead Valley Drive, Hempstead, Gillingham, ME7 3PE 7.30pm €¢ Tuesday 13 Jan 2026Prizes, Cash | £3 to play | Max 6 per team | Age 18+",51.3432481,0.5735882,,,,Kevin Portch,£3 to play,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6709/,yes,yes,,7
6747,SpeedQuizzing Event,The Falcon,"The Falcon, 33 Bedford Road, The Falcon, London, SW4 7SQ 7:30pm €¢ Monday 12 Jan 2026Prizes, £50 bar tab plus runner up prizes | £2 to play",51.4642985,-0.1290514,,,,Mike Stevens,£2 to play,Prizes,,,https://www.speedquizzing.com/events/6747/,yes,yes,,7
6794,SpeedQuizzing Event,Hawkhill Tavern,"Hawkhill Tavern, 46-48 Park Road, Guiseley, LS20 8AR 7.30 €¢ Thursday 8 Jan 2026",53.8720534,-1.7101138,08-Jan-26,7.3,Thursday,Phil Cain,,,,,https://www.speedquizzing.com/events/6794/,yes,yes,,5
6845,SpeedQuizzing Event,Haymarket Belfast,"Haymarket Belfast, 84 Royal Avenue, Belfast, BT1 1DJ 1930 €¢ Wednesday 7 Jan 2026Prizes, Drinks & Vouchers | FREE to play | Max 6 per team | Age 18++",54.60222359999999,-5.9318308,,,,Darren Graham,,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6845/,yes,yes,,7
6902,SpeedQuizzing Event,Watermans Arms,"Watermans Arms, 151 High Street, Wouldham, Rochester, ME1 3TY 8pm €¢ Monday 5 Jan 2026Prizes, Cash | £3 to play | Max 6 per team | Age 18+",51.3508931,0.4585481,,,,Jamie Portch,£3 to play,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6902/,yes,yes,,7
6903,SpeedQuizzing Event,The Butcher's Arms,"The Butcher's Arms, Forsbrook, Cheadle Road, Forsbrook, Stoke-on-Trent, ST11 9AS 8:30 €¢ Tuesday 6 Jan 2026Prizes, Quiz prizes and Play Your Cards Right jackpot | £1 to play",52.9717626,-2.0501832,06-Jan-26,08:30,Tuesday,Stuart Provan,£1 to play,Prizes,,,https://www.speedquizzing.com/events/6903/,yes,yes,,3
6904,SpeedQuizzing Event,Crown and Anchor,"Crown and Anchor, 19 Park Road, Bromley, BR1 3HJ 7.30 €¢ Tuesday 6 Jan 2026£2 to play | Max 6 per team | Age 18+",51.4078081,0.0210698,06-Jan-26,7.3,Tuesday,Martin Lloyd,£2 to play,,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/6904/,yes,yes,,3
7052,SpeedQuizzing Event,Tramway,"Tramway, 167-169 Victoria Road West, The Tramway, Cleveleys, FY5 3LB 8pm €¢ Tuesday 6 Jan 2026Prizes, Bar drinks vouchers: £15 (1st place), £10 (2nd Pla | Free to play | Age 18+",53.87620774134928,-3.034383059,,,,Bryan Scott,,Prizes,Age 18+,,https://www.speedquizzing.com/events/7052/,yes,yes,,7
7056,SpeedQuizzing Event,The Crossbar,"The Crossbar, Chellaston Park, Snelsmoor Lane, Chellaston, DE73 6TQ 20:00 €¢ Friday 6 Mar 2026",52.87510929870064,-1.426600816,06-Mar-26,20:00,Friday,Chellaston Leisure,,,,,https://www.speedquizzing.com/events/7056/,yes,yes,,6
7057,SpeedQuizzing Event,The Weavers,"The Weavers, 1 Park Street, Aylesbury, HP20 1BX 8pm €¢ Monday 5 Jan 2026Prizes, Progressive Jackpot, 1st, 2nd, Lucky 7th Prizes | £2 to play | Max 6 per team | Age 18+",51.82022857435231,-0.805912614,,,,Chris Mayhew,£2 to play,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/7057/,yes,yes,,7
7077,SpeedQuizzing Event,Tribal Bar,"Tribal Bar, Gibraltar Road, Kingston upon Hull, Hull, HU7 3DB 8.00pm €¢ Thursday 8 Jan 2026Prizes, Vouchers | £1 to play | Max 6 per team | Age 16+",53.7921223,-0.3550393,,,,Mike Taylor,£1 to play,Prizes,Age 16+,Max 6 per team,https://www.speedquizzing.com/events/7077/,yes,yes,,7
7122,SpeedQuizzing Event,Thursdays @ Legh Arms,"Thursdays @ Legh Arms, 178 Northenden Road, Sale, M33 2SR 8pm €¢ Thursday 15 Jan 2026",53.4196307,-2.3030879,,,,John Harrison,,,,,https://www.speedquizzing.com/events/7122/,yes,yes,,7
7183,SpeedQuizzing Event,The Bowling Green (JD Wetherspoon),"The Bowling Green (JD Wetherspoon), 18 Bondgate, Otley, LS21 3AB 20:00 €¢ Sunday 4 Jan 2026Prizes, Cash Prize | £1 to play | Max N/ per team | Age 18+",,,04-Jan-26,20:00,Sunday,Gareth Brittain,£1 to play,Prizes,Age 18+,,https://www.speedquizzing.com/events/7183/,yes,yes,,1
7199,SpeedQuizzing Event,The GOAT,"The GOAT, 32-33 Prince Street, Bridlington, YO15 2NP 8pm €¢ Sunday 4 Jan 2026Prizes, Cash Prizes | Free to play | Max 8 per team | Age 18+",54.08145159999999,-0.1895758,,,,Yorkshirecoastentertainment,,Prizes,Age 18+,Max 8 per team,https://www.speedquizzing.com/events/7199/,yes,yes,,7
7218,SpeedQuizzing Event,Caledonia Bar,"Caledonia Bar, 4 Princess Street, Port Glasgow, PA14 5JQ 20:00 €¢ Thursday 8 Jan 2026Prizes, £50 | free to play | Age 18+",55.933508,-4.68901,08-Jan-26,20:00,Thursday,David Carroll,,Prizes,Age 18+,,https://www.speedquizzing.com/events/7218/,yes,yes,,5
7301,SpeedQuizzing Event,SPEEDQUIZZING @ THE GRANGE WAKEFIELD,"SPEEDQUIZZING @ THE GRANGE WAKEFIELD, Briestfield Road, Grange Moor, Wakefield, WF4 4DX 8.30pm €¢ Saturday 31 Jan 2026Prizes, 1st £20 - 2nd £10 + Prize Bingo | £1pp to play | Max 4 per team | Age 18+",53.64041539999999,-1.6661075,,,,Shaun From LSI Entertainment,,Prizes,Age 18+,Max 4 per team,https://www.speedquizzing.com/events/7301/,yes,yes,,7
7304,SpeedQuizzing Event,The Snug,"The Snug, 10 Church Street, Christchurch, BH23 1BW 20.00 €¢ Wednesday 4 Feb 2026Prizes, Cash & Chocolate | £2.00 to play | Max 8 per team | Age 18+",50.7331324,-1.7753795,04-Feb-26,20,Wednesday,Andy Bee,£2.00 to play,Prizes,Age 18+,Max 8 per team,https://www.speedquizzing.com/events/7304/,yes,yes,,4
7312,SpeedQuizzing Event,The Little Taproom on Aigburth Road,"The Little Taproom on Aigburth Road, 278 Aigburth Road, Liverpool, L17 9PJ 7pm €¢ Sunday 4 Jan 2026Prizes, £20 Bar Tab | £1 to play | Age 18+",53.3752116,-2.9397557,,,,Si Vanderbelt,£1 to play,Prizes,Age 18+,,https://www.speedquizzing.com/events/7312/,yes,yes,,7
7330,SpeedQuizzing Event,Groomsport Inn,"Groomsport Inn, 26 Main Street, Groomsport, Bangor, BT196JR 19:30 €¢ Tuesday 6 Jan 2026Prizes, Bar / Restaurant Voucher | £2 to play | Max N/ per team | Age 18+",54.67579750336596,-5.617318153,06-Jan-26,19:30,Tuesday,Gavin Macartney,£2 to play,Prizes,Age 18+,,https://www.speedquizzing.com/events/7330/,yes,yes,,3
7361,SpeedQuizzing Event,Piries Bar,"Piries Bar, Piries Place, Horsham, RH12 1NY 20:30 €¢ Tuesday 13 Jan 2026Prizes, Cash for 1st & 2nd place. Wine accumulator | £5 per team to play | Max 5 per team | Age 18+",51.0626003,-0.3269606,13-Jan-26,20:30,Tuesday,Rossco,,Prizes,Age 18+,Max 5 per team,https://www.speedquizzing.com/events/7361/,yes,yes,,3
7362,SpeedQuizzing Event,The Belle Vue,"The Belle Vue, Whitegate Drive, Blackpool, FY3 9DQ 7:30pm €¢ Friday 2 Jan 2026Prizes, Prizes from pot | £2 to play | Age 18+",53.815955133044255,-3.036356905,,,,Adam Vacchiano,£2 to play,Prizes,Age 18+,,https://www.speedquizzing.com/events/7362/,yes,yes,,7
7390,SpeedQuizzing Event,The Fox,"The Fox, 18 West Portland Street, Troon, KA10 6AB 7.30 €¢ Tuesday 6 Jan 2026Prizes, £75 In vouchers | 0 to play | Max na per team | Age 18+",55.54340954218829,-4.664834717,06-Jan-26,7.3,Tuesday,Max Irvine,,Prizes,Age 18+,,https://www.speedquizzing.com/events/7390/,yes,yes,,3
7422,SpeedQuizzing Event,Vintage Liquid Taphouse,"Vintage Liquid Taphouse, 1 Bridge Cross Road, Burntwood, WS7 2BU 1930 €¢ Wednesday 7 Jan 2026Prizes, £20 first prize £10 second prize | 3.50 to play | Max 6 per team | Age 18+",52.68115839999999,-1.93119,,,,Chris Roberts,,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/7422/,yes,yes,,7
7470,SpeedQuizzing Event,The Old Wharf Inn,"The Old Wharf Inn, 78-80 High Street, Amblecote, Stourbridge, DY8 4LY 2000 €¢ Tuesday 6 Jan 2026Prizes, £40/£30/£20 and more | 3.50 to play | Max 6 per team | Age 18+",52.4611142,-2.1490651,,,,Chris Roberts,,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/7470/,yes,yes,,7
7509,SpeedQuizzing Event,High Peak Book Store,"High Peak Book Store, Brierlow Bar, Buxton, SK17 9PY 8pm €¢ Thursday 15 Jan 2026Prizes, Gift Vouchers",53.2258396,-1.8704674,,,,Ben Knight,,Prizes,,,https://www.speedquizzing.com/events/7509/,yes,yes,,7
7534,SpeedQuizzing Event,Kirkstall Brewery Tap Room,"Kirkstall Brewery Tap Room, 100 Kirkstall Road, Leeds, LS3 1HJ 19.00 €¢ Monday 12 Jan 2026Max 6 per team",53.801748,-1.568242,12-Jan-26,19,Monday,Jonny Machin,,,,Max 6 per team,https://www.speedquizzing.com/events/7534/,yes,yes,,2
7552,SpeedQuizzing Event,The Great Northern,"The Great Northern, 538 Leeds Road, Bradford, BD10 8JH 19.30 €¢ Wednesday 7 Jan 2026Free To Play to play",53.8427125,-1.7358996,07-Jan-26,19.3,Wednesday,James Ward,,,,,https://www.speedquizzing.com/events/7552/,yes,yes,,4
7672,SpeedQuizzing Event,Huntsman,"Huntsman, 106 Pattens Lane, The Huntsman, Rochester, ME1 2RA 7pm €¢ Sunday 4 Jan 2026Prizes, Cash | £3 to play | Max 6 per team | Age 18+",51.3666841,0.5161308,,,,Jamie Portch,£3 to play,Prizes,Age 18+,Max 6 per team,https://www.speedquizzing.com/events/7672/,yes,yes,,7
